fid,id,LDEN,st_area_sh,st_length_,Long,Lat
468,420655,80,100.0837836,40.0167532166,3.87168,43.5768
469,421445,54,100.084310415,40.016858533,3.83329,43.57677
470,423460,68,100.084287595,40.0168539719,3.86433,43.57519
471,423898,62,300.251381215,80.0334087111,3.8548,43.57505
472,424168,65,800.66831364,180.074985683,3.86661,43.57471
473,424621,62,200.16914768,60.0252404656,3.82377,43.57483
474,424939,52,300.252969325,80.0336223981,3.82082,43.57466
475,425336,57,100.08482203,40.0169608146,3.82085,43.57423
476,425632,64,200.1685904,60.0251321015,3.85173,43.57365
477,425826,53,100.08482203,40.0169608146,3.82851,43.57377
478,427966,50,100.08432565,40.0168615787,3.81361,43.57199
479,428322,67,400.33916636,100.042082274,3.86342,43.57106
480,428383,54,3603.03747419,480.202487178,3.84459,43.57148
481,428767,55,100.08482203,40.0169608146,3.82745,43.57109
482,429172,55,400.337779905,100.042095954,3.82936,43.5707
483,429467,66,200.169090595,60.0253320954,3.85709,43.57015
484,429563,58,300.2544204,80.0339155398,3.84357,43.5703
485,429782,52,300.253454275,80.0339231516,3.82756,43.57037
486,429811,63,200.16962122,60.0253366563,3.83851,43.57013
487,430471,55,200.17013665,60.0255412178,3.8294,43.56985
488,430768,69,100.0847992,40.0169562476,3.85094,43.56934
489,432824,51,200.170140455,60.0256419773,3.82317,43.56804
490,433013,57,100.085318425,40.0170600496,3.83009,43.56772
491,434591,56,100.08583767,40.0171638575,3.80616,43.56623
492,435777,72,400.34225124,100.042495945,3.83447,43.56447
493,435884,59,100.08581481,40.0171592865,3.82914,43.56431
494,436040,54,200.17062161,60.0257381675,3.84003,43.56403
495,436520,53,100.08579959,40.0171562438,3.84868,43.56324
496,436575,55,100.086295995,40.0172554797,3.84917,43.56315
497,436762,67,100.085318425,40.0170600496,3.83146,43.56302
498,439094,61,200.171606785,60.0258374032,3.8482,43.55897
499,440004,71,100.08681522,40.0173592787,3.82463,43.55717
500,440310,67,100.08682283,40.017360803,3.82312,43.5562
