X,Y,id,NO2,Lat,Long
6.154372651810952,45.827050363424839,607,48.000000000000000,45.827050000000000,6.154400000000000
6.192470181405143,45.826227061679099,609,43.000000000000000,45.826227000000003,6.192500000000000
6.173907454826651,45.842272179033337,610,23.000000000000000,45.842272000000001,6.173900000000000
6.152352099319724,45.851627487917412,608,18.000000000000000,45.851627000000001,6.152400000000000
6.13696756492033,45.911416968823531,701,45.000000000000000,45.911417000000000,6.137000000000000
6.126889927844893,45.898486487863444,707,56.000000000000000,45.898485999999998,6.126900000000000
6.131769784924545,45.905286469727841,713,41.000000000000000,45.905285999999997,6.131800000000000
6.142760692362276,45.903082552617605,706,22.000000000000000,45.903083000000002,6.142800000000000
6.165486109876322,45.899311113913029,714,18.000000000000000,45.899310999999997,6.165500000000000
6.200067831054695,45.904281925784439,722,7.000000000000000,45.904282000000002,6.200100000000000
6.185857840932623,45.924415785216254,715,12.000000000000000,45.924416000000001,6.185900000000000
6.125417058082006,45.905875080801401,267,51.000000000000000,45.905875000000002,6.125400000000000
6.127902790379813,45.912163476231463,281,56.000000000000000,45.912163000000000,6.127900000000000
6.125378407985824,45.923956836213243,241,46.000000000000000,45.923957000000001,6.125400000000000
6.123949201358921,45.927959213744437,245,43.000000000000000,45.927959000000001,6.123900000000000
6.104575092525816,45.920071652536336,290,46.000000000000000,45.920071999999998,6.104600000000000
6.147580652505427,45.915002373662752,222,37.000000000000000,45.915002000000001,6.147600000000000
6.151278295027201,45.925880030123558,233,33.000000000000000,45.925879999999999,6.151300000000000
6.17188520207264,45.934468330872392,401,32.000000000000000,45.934468000000003,6.171900000000000
6.122942234588505,45.951929458552627,11,43.000000000000000,45.951929000000000,6.122900000000000
6.11444909087039,45.950347246458797,16,41.000000000000000,45.950347000000001,6.114400000000000
6.089193393009738,45.938986059722055,802,21.000000000000000,45.938986000000000,6.089200000000000
6.085824420749926,45.942215239891262,801,19.000000000000000,45.942214999999997,6.085800000000000
6.084336175685459,45.934660441118247,804,22.000000000000000,45.934660000000001,6.084300000000000
6.059924683134955,45.942505967333105,901,12.000000000000000,45.942506000000002,6.059900000000000
6.052194659367057,45.943953146235891,902,11.000000000000000,45.943953000000000,6.052200000000000
6.075839705615648,45.966841822597637,905,7.000000000000000,45.966842000000000,6.075800000000000
6.041142989769041,45.955973834486159,910,11.000000000000000,45.955973999999998,6.041100000000000
6.035397175237806,45.939781914726886,913,9.000000000000000,45.939782000000001,6.035400000000000
6.047628610052229,45.929876431821725,914,8.000000000000000,45.929876000000000,6.047600000000000
6.090688542079185,45.957190711223461,906,12.000000000000000,45.957191000000002,6.090700000000000
6.10761740437441,45.957222413807756,921,28.000000000000000,45.957222000000002,6.107600000000000
6.106711077845017,45.945358740290366,931,36.000000000000000,45.945359000000003,6.106700000000000
6.110347925857787,45.942699462479212,924,39.000000000000000,45.942698999999998,6.110300000000000
6.106603315231143,45.928767250990965,912,36.000000000000000,45.928767000000001,6.106600000000000
6.090433597034827,45.929457924036768,917,39.000000000000000,45.929457999999997,6.090400000000000
6.058817508152416,45.864492109158903,17,45.000000000000000,45.864491999999998,6.058800000000000
6.057071924310002,45.846541520663607,806,35.000000000000000,45.846541999999999,6.057100000000000
6.060272608151423,45.832126438089439,911,28.000000000000000,45.832126000000002,6.060300000000000
6.121987439023543,45.849308824757955,704,6.000000000000000,45.849308999999998,6.122000000000000
6.126691055914598,45.830830759636207,708,5.000000000000000,45.830831000000003,6.126700000000000
6.107673751911888,45.808290097039745,709,5.000000000000000,45.808290000000000,6.107700000000000
6.129326550483853,45.850853126624763,710,11.000000000000000,45.850853000000001,6.129300000000000
6.1213781544108,45.865052436317953,712,15.000000000000000,45.865051999999999,6.121400000000000
6.216593466548334,45.790733729473672,1001,36.000000000000000,45.790734000000000,6.216600000000000
6.205302704798784,45.781269158952256,1002,44.000000000000000,45.781269000000002,6.205300000000000
6.225122197521399,45.774238414434819,1003,51.000000000000000,45.774237999999997,6.225100000000000
6.231346659408711,45.812330775003147,1004,10.000000000000000,45.812331000000000,6.231300000000000
6.223947380099524,45.784058034367881,1005,42.000000000000000,45.784058000000002,6.223900000000000
6.195633640732385,45.760923263167527,1006,23.000000000000000,45.760922999999998,6.195600000000000
6.128257759163978,45.832010555065537,723,8.000000000000000,45.832011000000001,6.128300000000000
5.996199649090666,45.959476719322907,606,8.000000000000000,45.959477000000000,5.996200000000000
6.009312707332851,45.942703922916152,615,6.000000000000000,45.942703999999999,6.009300000000000
6.215354661391418,45.713704517393381,626,17.000000000000000,45.713704999999997,6.215400000000000
6.189942159709797,45.696952288243182,618,9.000000000000000,45.696952000000003,6.189900000000000
6.243854663934425,45.808302136307965,628,11.000000000000000,45.808301999999998,6.243900000000000
6.139033922201788,45.942324092097529,343,32.000000000000000,45.942323999999999,6.139000000000000
6.155978919807953,45.958278659309563,644,27.000000000000000,45.958278999999997,6.156000000000000
