fid,id,LDEN,st_area_sh,st_length_,Long,Lat
468,423437,64,100.083294805,40.016655497,3.85629,43.5753
469,425305,52,100.0837988,40.0167562553,3.85278,43.5739
470,425324,51,200.16865129,60.0251412296,3.81744,43.57428
471,425442,61,100.083821645,40.0167608194,3.82109,43.57414
472,425949,60,300.252893195,80.0338147812,3.85079,43.57348
473,426498,54,100.083302415,40.0166570174,3.84645,43.573
474,426513,56,100.0842952,40.0168554913,3.85226,43.57292
475,426787,58,100.08382164,40.0167608204,3.82701,43.57298
476,427550,56,200.16913625,60.0252389422,3.82321,43.57231
477,428101,62,500.42249159,120.050668752,3.85012,43.57145
478,429051,54,100.08482203,40.0169608146,3.82448,43.57086
479,429623,54,300.2539621,80.033820869,3.82257,43.57049
480,430499,60,100.0848068,40.0169577699,3.83832,43.56968
481,430835,50,100.08482203,40.0169608146,3.82655,43.56957
482,430959,52,1100.9319658,220.093276105,3.83101,43.56968
483,431545,53,100.0848068,40.0169577699,3.84028,43.56885
484,431633,53,100.08482966,40.016962337,3.82146,43.56901
485,431860,71,100.0853032,40.0170570059,3.84757,43.56857
486,432064,58,100.08482203,40.0169608146,3.82455,43.56869
487,432589,53,300.25494725,80.0338163026,3.83122,43.56816
488,433114,67,100.0848068,40.0169577699,3.8442,43.56744
489,433618,55,100.08482203,40.0169608146,3.82686,43.56704
490,434029,53,200.17162962,60.025536651,3.83075,43.56654
491,435375,59,200.171133235,60.0256374083,3.83306,43.56498
492,435519,58,100.08581481,40.0171592865,3.83213,43.56481
493,435921,56,100.0853032,40.0170570059,3.84449,43.56411
494,436581,57,400.34219037,100.042485298,3.85257,43.5631
495,437173,68,100.08581481,40.0171592865,3.83108,43.5624
496,437329,59,300.25844484,80.0345185647,3.83276,43.56213
497,437915,65,100.08631121,40.0172585214,3.83018,43.56115
498,438776,58,100.0868076,40.0173577583,3.85069,43.55944
499,439188,64,100.086295995,40.0172554797,3.84869,43.55874
500,439238,67,100.08681522,40.0173592787,3.82566,43.55887
